RECOMMANDATION,VID
"{'Offer': ['OFF0013', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",823
"{'Offer': ['OFF0020', 'OFF0005', 'OFF0023', 'OFF0024', 'OFF0022']}",824
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",825
"{'Offer': ['OFF0016', 'OFF0022', 'OFF0024', 'OFF0005', 'OFF0004']}",826
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",827
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",828
"{'Offer': ['OFF0016', 'OFF0007', 'OFF0008', 'OFF0001', 'OFF0019']}",829
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",830
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0004', 'OFF0009']}",831
"{'Offer': ['OFF0007', 'OFF0038', 'OFF0006', 'OFF0009', 'OFF0008']}",832
"{'Offer': ['OFF0016', 'OFF0010', 'OFF0005', 'OFF0008', 'OFF0001']}",833
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0009', 'OFF0008']}",834
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",835
"{'Offer': ['OFF0023', 'OFF0024', 'OFF0036', 'OFF0022', 'OFF0021']}",836
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",837
"{'Offer': ['OFF0007', 'OFF0034', 'OFF0006', 'OFF0009', 'OFF0008']}",838
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",839
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0004']}",840
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",841
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",842
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",843
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0034', 'OFF0022']}",844
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0001']}",845
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",846
"{'Offer': ['OFF0027', 'OFF0020', 'OFF0026', 'OFF0009', 'OFF0007']}",847
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",848
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",849
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0005', 'OFF0023']}",850
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",851
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",852
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0023', 'OFF0024', 'OFF0022']}",853
"{'Offer': ['OFF0020', 'OFF0027', 'OFF0023', 'OFF0024', 'OFF0022']}",854
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",855
"{'Offer': ['OFF0016', 'OFF0036', 'OFF0008', 'OFF0004', 'OFF0001']}",856
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",857
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0004']}",858
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0004', 'OFF0009']}",859
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0016', 'OFF0024', 'OFF0005']}",860
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",861
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",862
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",863
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",864
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0022', 'OFF0019', 'OFF0004']}",865
"{'Offer': ['OFF0016', 'OFF0007', 'OFF0006', 'OFF0009', 'OFF0008']}",866
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0010', 'OFF0006', 'OFF0001']}",867
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0009']}",868
"{'Offer': ['OFF0016', 'OFF0005', 'OFF0004', 'OFF0010', 'OFF0008']}",869
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0004', 'OFF0005']}",870
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",871
"{'Offer': ['OFF0031', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0008']}",872
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",873
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",874
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0036', 'OFF0005', 'OFF0008']}",875
"{'Offer': ['OFF0010', 'OFF0020', 'OFF0004', 'OFF0005', 'OFF0013']}",876
"{'Offer': ['OFF0007', 'OFF0036', 'OFF0016', 'OFF0006', 'OFF0009']}",877
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",878
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",879
"{'Offer': ['OFF0005', 'OFF0013', 'OFF0020', 'OFF0001', 'OFF0006']}",880
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0020']}",881
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0009', 'OFF0008']}",882
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",883
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",884
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",885
"{'Offer': ['OFF0031', 'OFF0007', 'OFF0008', 'OFF0001', 'OFF0005']}",886
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",887
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",888
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",889
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",890
"{'Offer': ['OFF0031', 'OFF0005', 'OFF0008', 'OFF0001', 'OFF0007']}",891
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",892
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0006']}",893
"{'Offer': ['OFF0005', 'OFF0006', 'OFF0001', 'OFF0007', 'OFF0022']}",894
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0027']}",895
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0016']}",896
"{'Offer': ['OFF0013', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0007']}",897
"{'Offer': ['OFF0005', 'OFF0022', 'OFF0024', 'OFF0004', 'OFF0001']}",898
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0005', 'OFF0023']}",899
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",900
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0020', 'OFF0009']}",901
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",902
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",903
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",904
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0008', 'OFF0009']}",905
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0008']}",906
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0008']}",907
"{'Offer': ['OFF0027', 'OFF0036', 'OFF0026', 'OFF0009', 'OFF0007']}",908
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",909
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0013']}",910
"{'Offer': ['OFF0005', 'OFF0016', 'OFF0008', 'OFF0004', 'OFF0001']}",911
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",912
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0022']}",913
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",914
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0022', 'OFF0006']}",915
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",916
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",917
"{'Offer': ['OFF0031', 'OFF0022', 'OFF0023', 'OFF0024', 'OFF0008']}",918
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",919
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0026']}",920
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0009', 'OFF0022']}",921
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",922
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",923
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",924
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0004']}",925
"{'Offer': ['OFF0010', 'OFF0027', 'OFF0004', 'OFF0007', 'OFF0005']}",926
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",927
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",928
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",929
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",930
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0006']}",931
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0009', 'OFF0008']}",932
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",933
"{'Offer': ['OFF0031', 'OFF0007', 'OFF0006', 'OFF0009', 'OFF0008']}",934
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",935
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0006', 'OFF0008']}",936
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0006', 'OFF0010', 'OFF0001']}",937
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0023']}",938
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0020', 'OFF0024', 'OFF0006']}",939
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",940
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",941
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0020', 'OFF0006', 'OFF0004']}",942
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",943
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0008']}",944
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0026', 'OFF0009']}",945
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0022', 'OFF0024', 'OFF0005']}",946
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",947
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0005', 'OFF0006']}",948
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",949
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0013']}",950
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0027', 'OFF0026', 'OFF0005']}",951
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",952
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",953
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0004']}",954
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0021']}",955
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",956
"{'Offer': ['OFF0029', 'OFF0008', 'OFF0001', 'OFF0007', 'OFF0005']}",957
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",958
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",959
"{'Offer': ['OFF0013', 'OFF0020', 'OFF0016', 'OFF0015', 'OFF0005']}",960
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",961
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0004', 'OFF0022']}",962
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0016', 'OFF0022']}",963
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0006']}",964
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",965
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",966
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",967
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",968
"{'Offer': ['OFF0016', 'OFF0007', 'OFF0005', 'OFF0006', 'OFF0004']}",969
"{'Offer': ['OFF0027', 'OFF0020', 'OFF0026', 'OFF0016', 'OFF0009']}",970
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0009']}",971
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0005', 'OFF0006']}",972
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0013', 'OFF0006', 'OFF0001']}",973
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0004', 'OFF0001', 'OFF0006']}",974
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0005', 'OFF0023']}",975
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0023']}",976
"{'Offer': ['OFF0016', 'OFF0036', 'OFF0019', 'OFF0020', 'OFF0013']}",977
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",978
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0027']}",979
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",980
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0009', 'OFF0008']}",981
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",982
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0026']}",983
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",984
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",985
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",986
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0004']}",987
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0027', 'OFF0026', 'OFF0005']}",988
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0021']}",989
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",990
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0009']}",991
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0016', 'OFF0024', 'OFF0013']}",992
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",993
"{'Offer': ['OFF0020', 'OFF0005', 'OFF0023', 'OFF0024', 'OFF0022']}",994
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",995
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0020', 'OFF0022']}",996
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0001']}",997
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0008']}",998
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",999
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",1000
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0023']}",1001
"{'Offer': ['OFF0005', 'OFF0024', 'OFF0022', 'OFF0027', 'OFF0006']}",1002
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1003
"{'Offer': ['OFF0029', 'OFF0020', 'OFF0013', 'OFF0017', 'OFF0008']}",1004
"{'Offer': ['OFF0007', 'OFF0024', 'OFF0022', 'OFF0005', 'OFF0023']}",1005
"{'Offer': ['OFF0031', 'OFF0007', 'OFF0006', 'OFF0009', 'OFF0008']}",1006
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1007
"{'Offer': ['OFF0027', 'OFF0031', 'OFF0026', 'OFF0022', 'OFF0023']}",1008
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1009
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0016', 'OFF0019', 'OFF0013']}",1010
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1011
"{'Offer': ['OFF0020', 'OFF0027', 'OFF0023', 'OFF0026', 'OFF0024']}",1012
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0005', 'OFF0022', 'OFF0023']}",1013
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1014
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0009']}",1015
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1016
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0016', 'OFF0004', 'OFF0008']}",1017
"{'Offer': ['OFF0031', 'OFF0007', 'OFF0006', 'OFF0009', 'OFF0027']}",1018
"{'Offer': ['OFF0007', 'OFF0024', 'OFF0020', 'OFF0022', 'OFF0023']}",1019
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1020
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1021
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1022
"{'Offer': ['OFF0020', 'OFF0027', 'OFF0023', 'OFF0026', 'OFF0024']}",1023
"{'Offer': ['OFF0020', 'OFF0016', 'OFF0021', 'OFF0022', 'OFF0023']}",1024
"{'Offer': ['OFF0007', 'OFF0036', 'OFF0005', 'OFF0006', 'OFF0009']}",1025
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0020', 'OFF0022']}",1026
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0006']}",1027
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",1028
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1029
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0022']}",1030
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0004', 'OFF0005', 'OFF0013']}",1031
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1032
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1033
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0004']}",1034
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0004', 'OFF0006']}",1035
"{'Offer': ['OFF0020', 'OFF0005', 'OFF0036', 'OFF0007', 'OFF0006']}",1036
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0013', 'OFF0015', 'OFF0019']}",1037
"{'Offer': ['OFF0020', 'OFF0034', 'OFF0022', 'OFF0023', 'OFF0024']}",1038
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",1039
"{'Offer': ['OFF0029', 'OFF0006', 'OFF0001', 'OFF0002', 'OFF0004']}",1040
"{'Offer': ['OFF0015', 'OFF0013', 'OFF0020', 'OFF0005', 'OFF0008']}",1041
"{'Offer': ['OFF0031', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0008']}",1042
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",1043
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0004', 'OFF0005', 'OFF0009']}",1044
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1045
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0036', 'OFF0022']}",1046
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0010']}",1047
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0013']}",1048
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0004', 'OFF0006']}",1049
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1050
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0006', 'OFF0026']}",1051
"{'Offer': ['OFF0027', 'OFF0005', 'OFF0026', 'OFF0022', 'OFF0009']}",1052
"{'Offer': ['OFF0007', 'OFF0022', 'OFF0024', 'OFF0004', 'OFF0010']}",1053
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",1054
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1055
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1056
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1057
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0023', 'OFF0006', 'OFF0008']}",1058
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0006', 'OFF0008']}",1059
"{'Offer': ['OFF0031', 'OFF0022', 'OFF0023', 'OFF0024', 'OFF0020']}",1060
"{'Offer': ['OFF0016', 'OFF0036', 'OFF0019', 'OFF0017', 'OFF0004']}",1061
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1062
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1063
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0020', 'OFF0006', 'OFF0001']}",1064
"{'Offer': ['OFF0013', 'OFF0020', 'OFF0005', 'OFF0007', 'OFF0006']}",1065
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0027', 'OFF0026', 'OFF0005']}",1066
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1067
"{'Offer': ['OFF0029', 'OFF0020', 'OFF0001', 'OFF0002', 'OFF0004']}",1068
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0001']}",1069
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0013', 'OFF0015', 'OFF0005']}",1070
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1071
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0026', 'OFF0024']}",1072
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1073
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0006', 'OFF0008']}",1074
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0005']}",1075
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1076
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0022', 'OFF0006', 'OFF0024']}",1077
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0022', 'OFF0023', 'OFF0024']}",1078
"{'Offer': ['OFF0034', 'OFF0005', 'OFF0022', 'OFF0008', 'OFF0001']}",1079
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0005', 'OFF0004', 'OFF0022']}",1080
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1081
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1082
"{'Offer': ['OFF0013', 'OFF0020', 'OFF0007', 'OFF0022', 'OFF0015']}",1083
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1084
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1085
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1086
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1087
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1088
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0004']}",1089
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0020', 'OFF0024', 'OFF0022']}",1090
"{'Offer': ['OFF0027', 'OFF0020', 'OFF0023', 'OFF0026', 'OFF0024']}",1091
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1092
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0004']}",1093
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",1094
